sourceDataSystem,fieldName,codeName,codeDefinition,definitionSource,comments,
PTAGIS,SRR Code,32H,Hat. Summer Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,32U,Summer Steelhead (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,32W,Wild Summer Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,34H,Hat. Winter Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,34W,Wild Winter Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,35H,Hat. Steelhead (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,35U,Steelhead (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,35W,Wild Steelhead (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,3RH,Hat. Rainbow Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,3RU,Rainbow Trout (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,3RW,Wild Rainbow Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,42H,Hat. Summer Sockeye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,42U,Summer Sockeye (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,42W,Wild Summer Sockeye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,45H,Hat. Sockeye (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,45U,Sockeye (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,45W,Wild Sockeye (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,4RH,Hatchery Resident Sockeye (Kokanee),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,4RW,Wild Resident Sockeye (Kokanee),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,52H,Hat. Summer Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,52U,Summer Chum (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,52W,Wild Summer Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,53H,Hat. Fall Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,53U,Fall Chum (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,53W,Wild Fall Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,55H,Hat. Chum (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,55U,Chum (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,55W,Wild Chum (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,65W,Wild Pink,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,7RW,Bull Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,85H,Hat. Coastal Cutthroat,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,85U,Coastal Cutthroat (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,85W,Wild Coastal Cutthroat,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,8RW,Wild Resident Cutthroat,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,90U,Other,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,A0H,Hatchery Pacific Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,A0W,Pacific Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,B0H,Hat. White Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,B0W,White Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,C0W,Green Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,D0W,Northern Pikeminnow,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,ERU,Brook Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,F0W,American Shad,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,G0W,Mountain Whitefish,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,H0W,Walleye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,I0W,Channel Catfish,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,J0W,Smallmouth Bass,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,K0W,Western Brook Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,L0W,Wild Lamprey (species unknown),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
RMIS,species,1,Chinook,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,2,Coho,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,3,Steelhead,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,4,Sockeye,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,5,Chum,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,6,Pink,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,7,Masu,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,8,Cutthroat,PSC_V41_Specification and TCDS89-1 ,none,
RMIS,species,9,Atlantic salmon,PSC_V41_Specification,none,
